time,chanel1,chanel2,chanel3,chanel4,chanel5,chanel6,chanel7,chanel8,position
27.63417625427246,37,28,35,56,49,44,36,36,1
27.65684413909912,31,26,30,45,43,42,35,35,1
27.672276258468628,31,28,30,39,35,38,31,34,1
27.694480895996094,32,28,29,39,35,34,37,32,1
27.716771125793457,35,32,29,38,33,29,40,37,1
27.731855630874634,33,32,31,39,33,28,40,38,1
27.755423307418823,32,34,35,49,37,34,45,40,1
27.778689861297607,32,34,33,50,37,33,45,37,1
27.798690795898438,30,35,33,54,39,37,43,37,1
27.814513683319092,29,29,33,51,38,38,38,32,1
27.836894750595093,29,29,32,49,38,41,41,34,1
27.851763010025024,29,29,29,45,39,40,36,31,1
27.87376618385315,30,27,29,45,40,40,35,34,1
27.897016525268555,30,26,29,39,38,39,36,33,1
27.91234827041626,29,33,32,46,43,39,38,35,1
27.93426251411438,27,34,31,46,44,36,35,32,1
27.956735372543335,25,34,32,46,43,36,35,32,1
27.97212266921997,25,37,36,56,46,42,40,30,1
27.99418020248413,24,37,41,59,47,40,38,32,1
28.016578674316406,26,35,44,58,44,40,36,31,1
28.039686918258667,29,34,48,63,50,43,38,30,1
28.05410385131836,29,34,49,62,53,40,39,32,1
28.0768404006958,30,35,51,56,55,36,38,34,1
28.100718021392822,32,36,51,62,61,37,41,33,1
28.11432409286499,32,33,47,59,58,37,41,32,1
28.136842966079712,35,35,44,55,52,31,39,32,1
28.15925145149231,36,37,45,57,49,31,38,31,1
28.17434525489807,36,36,40,58,46,28,35,29,1
28.196758270263672,35,39,40,54,44,28,35,29,1
28.21959924697876,35,40,41,55,47,27,35,29,1
28.2338809967041,31,41,40,58,51,30,36,30,1
28.25618624687195,33,37,37,54,52,30,35,30,1
28.279389142990112,36,39,37,55,54,33,38,30,1
28.294272899627686,34,34,32,51,51,33,35,31,1
28.31674361228943,34,33,30,50,50,33,36,34,1
28.339426517486572,35,34,33,50,49,34,36,35,1
28.354301691055298,36,34,35,48,47,35,38,36,1
28.376748085021973,31,31,32,41,40,33,35,37,1
28.399269819259644,34,29,31,38,37,30,35,36,1
28.414366960525513,33,35,35,42,37,33,36,32,1
28.436612367630005,31,30,28,34,34,32,35,32,1
28.459229469299316,28,30,26,34,34,32,34,32,1
28.47421145439148,30,30,28,37,35,35,37,30,1
28.496949911117554,28,35,32,42,36,38,36,30,1
28.519227504730225,29,28,27,36,35,35,33,33,1
28.53423810005188,32,30,31,46,37,34,38,29,1
28.556960582733154,32,31,32,49,44,36,40,28,1
28.579891681671143,32,31,30,48,49,35,41,25,1
28.594594717025757,30,27,28,46,47,32,41,24,1
28.61674404144287,31,28,29,48,50,34,40,22,1
28.639177560806274,29,28,28,42,51,34,37,24,1
28.654160499572754,30,28,28,39,45,32,34,27,1
28.67694067955017,31,28,32,39,42,32,27,30,1
28.699309587478638,32,28,32,41,44,39,30,31,1
28.714442491531372,31,29,33,45,42,39,31,32,1
28.7368106842041,32,37,44,65,50,45,38,31,1
28.759541034698486,35,39,45,72,57,45,40,29,1
28.77426528930664,34,39,43,70,54,44,40,28,1
28.797041177749634,34,40,42,71,55,41,40,28,1
28.8192036151886,36,42,47,74,60,45,40,25,1
28.834232807159424,37,33,38,60,59,42,33,26,1
28.856717348098755,35,36,37,57,57,45,30,27,1
28.879427671432495,37,36,37,58,59,48,33,28,1
28.89412546157837,37,34,37,56,58,47,37,34,1
28.916979551315308,36,34,29,48,51,42,37,36,1
28.939900875091553,36,39,30,50,45,46,42,36,1
28.970448970794678,36,39,35,56,48,45,45,35,1
28.97676134109497,35,38,35,60,54,41,44,34,1
28.999767780303955,36,39,40,64,55,41,44,27,1
30.96504497528076,30,27,27,30,35,33,27,29,2
30.987738370895386,29,26,28,33,30,31,30,26,2
31.00180435180664,29,25,28,32,30,33,30,28,2
31.02507710456848,29,26,25,30,26,30,30,32,2
31.04730725288391,26,28,28,33,30,32,32,33,2
31.061466932296753,25,27,25,31,32,30,32,33,2
31.084380626678467,32,27,27,31,33,29,31,34,2
31.107530117034912,33,28,28,30,34,26,31,31,2
31.121899127960205,36,30,32,35,36,30,34,28,2
31.14461088180542,38,29,31,36,36,27,33,28,2
31.167617797851562,38,31,30,35,35,29,42,31,2
31.181874990463257,34,28,27,32,31,31,42,32,2
31.20503067970276,36,27,28,34,33,34,43,35,2
31.22800374031067,31,25,24,30,30,51,50,34,2
31.241875410079956,31,23,22,27,30,57,55,34,2
31.26545262336731,31,26,22,31,29,56,50,31,2
31.28759002685547,31,27,22,31,31,56,51,30,2
31.30183744430542,31,26,23,31,28,57,53,27,2
31.325010061264038,31,27,25,32,31,40,49,29,2
31.347554206848145,31,29,26,31,29,34,46,28,2
